102
0;41.2318;10.2192;0;Archimedes
1;41.23162;10.2207;0;Euclide
2;41.23144;10.22208;1;Kepler
3;41.23045;10.2228;1;Lagrange
4;41.22955;10.22352;1;Poincaré
5;41.22955;10.2246;0;Hilbert
6;41.22955;10.2258;1;Gauss
7;41.22964;10.22712;1;Fourier
8;41.22982;10.22808;0;Leibniz
9;41.23;10.22904;1;Descartes
10;41.23;10.23;1;Noether
11;41.22991;10.23108;0;Dirichlet
12;41.22982;10.23228;1;Monge
13;41.22964;10.23348;1;Gödel
14;41.22856;10.2342;0;Dijkstra
15;41.22658;10.2351;1;Von_Neumann
16;41.22505;10.236;0;Lovelace
17;41.22379;10.23672;0;Knuth
18;41.22343;10.2378;0;Boole
19;41.2237;10.2393;0;Turing
20;41.2156;10.2252;0;Snell
21;41.2174;10.22514;0;Brewster
22;41.21956;10.22502;0;Röntgen
23;41.221;10.22556;0;Hertz
24;41.22109;10.2264;0;Poynting
25;41.22136;10.22712;0;Stefan
26;41.2228;10.22742;1;Newton
27;41.22478;10.22772;1;Maxwell
28;41.2264;10.22772;1;Einstein
29;41.22775;10.2285;0;Cherenkov
30;41.23162;10.23006;0;Michelson
31;41.23324;10.23012;0;Doppler
32;41.23468;10.22982;1;Faraday
33;41.23612;10.22964;0;Biot
34;41.23765;10.2294;0;Oersted
35;41.239;10.2291;0;Fresnel
36;41.24098;10.2291;0;Young
37;41.24296;10.22898;0;Huygens
38;41.2408;10.2198;0;Carnot
39;41.24035;10.2216;0;Bernouilli
40;41.23972;10.2228;0;Stokes
41;41.2381;10.22328;0;Mach
42;41.23703;10.22386;0;Dewar
43;41.23585;10.2246;0;Gibbs
44;41.23405;10.2255;0;Kelvin
45;41.2327;10.22556;0;Watt
46;41.2318;10.22628;1;Joule
47;41.2246;10.2288;0;Wien
48;41.22415;10.2297;0;Von_Helmholtz
49;41.22352;10.2309;1;Boltzmann
50;41.22235;10.2318;0;Avogadro
51;41.22109;10.2327;0;Van_der_Waals
52;41.21947;10.23342;0;Debye
53;41.21731;10.2336;0;Clausius
54;41.23558;10.22052;0;Galilei
55;41.2336;10.22148;0;Foucault
56;41.2273;10.22436;1;Coulomb
57;41.2255;10.2246;1;Euler
58;41.22442;10.2252;0;Hess
59;41.2237;10.2261;0;Fizeau
60;41.2228;10.2294;0;Gabor
61;41.22478;10.2324;0;Eötvös
62;41.22577;10.23378;0;Hooke
63;41.2291;10.236;0;Oersted
64;41.23;10.2363;0;Brewster
65;41.23162;10.23648;1;Pascal
66;41.23234;10.2372;1;Laplace
67;41.23576;10.23828;0;Hamilton
68;41.23765;10.2399;0;Heavyside
69;41.23072;10.23498;0;Galois
70;41.23207;10.2396;0;Fermat
71;41.23162;10.24098;0;Riemann
72;41.2192;10.21914;0;Planck
73;41.22055;10.2213;0;Rutherford
74;41.22217;10.2216;0;Born
75;41.2237;10.22178;0;Schrödinger
76;41.2246;10.2228;0;Bohr
77;41.22505;10.2234;0;Dirac
78;41.24449;10.23594;0;De_Broglie
79;41.24251;10.23582;0;Pauli
80;41.24035;10.23576;0;Fermi
81;41.239;10.2354;0;Balmer
82;41.23765;10.23504;0;Rydberg
83;41.23594;10.23432;0;Rayleigh
84;41.23378;10.23354;0;Becquerel
85;41.23261;10.2327;0;Curie
86;41.23144;10.2324;0;Thomson
87;41.22865;10.23192;0;Bragg
88;41.22595;10.23144;0;Mulliken
89;41.2219;10.23018;0;Zeeman
90;41.22046;10.23;0;Millikan
91;41.21884;10.2294;0;Cavendish
92;41.21515;10.22856;0;Mendeleiev
93;41.23945;10.2324;0;Ampère
94;41.2381;10.2315;0;Franklin
95;41.23585;10.2309;0;Volta
96;41.23495;10.2303;0;Ohm
97;41.23369;10.22844;0;Henry
98;41.23297;10.227;0;Weber
99;41.22739;10.22262;0;Kirchhoff
100;41.22703;10.221;0;Hall
101;41.22694;10.2198;0;Tesla
